805,0.25,RKBBQNRN
815,0.25,RKQNRNBB
818,0.25,BRKNQBRN
860,0.25,RBKNRNBQ
35,0.24,BNNQRKRB
43,0.24,NNQRBKRB
68,0.24,NBBNRKQR
78,0.24,NNRKQBBR
233,0.24,NRQBBKNR
259,0.24,BNRKNQRB
283,0.24,NRKNBRQB
284,0.24,NBRKNRBQ
311,0.24,NQBRKRNB
338,0.24,BNRKQBRN
442,0.24,RNNQBBKR
483,0.24,BQRNKNRB
524,0.24,RBNQKNBR
528,0.24,BBRNKQNR
590,0.24,QRNKRBBN
648,0.24,RBNKBRQN
698,0.24,RQKNBBNR
811,0.24,RKQNBRNB
812,0.24,RBKQNRBN
813,0.24,RKQBNRBN
846,0.24,RKNRQBBN
851,0.24,BRKNRNQB
885,0.24,RQBBKRNN
913,0.24,BRKBRQNN
940,0.24,RBKRNQBN
92,0.23,NBNRKRBQ
102,0.23,QNBRNBKR
130,0.23,BNRQNBKR
299,0.23,QNRKBRNB
301,0.23,QNRBKRBN
369,0.23,BNRBKRNQ
418,0.23,BRNQNBKR
444,0.23,RBNNQKBR
467,0.23,BRNNKRQB
500,0.23,RBBQNKNR
577,0.23,BQRBNKRN
595,0.23,BRQNKRNB
657,0.23,BRNBKRNQ
728,0.23,RBKNBQNR
730,0.23,RKNQBBNR
788,0.23,RBBQKNRN
865,0.23,BQRBKRNN
23,0.22,NQBNRKRB
47,0.22,NNQRKRBB
99,0.22,BQNRNKRB
133,0.22,NRBBQNKR
135,0.22,NRBQNKRB
149,0.22,NRBBNQKR
198,0.22,QNBRKBNR
356,0.22,NBBRKRQN
370,0.22,BNRKRBNQ
414,0.22,RQNNKBBR
423,0.22,RNBQNKRB
449,0.22,BRNBNKQR
548,0.22,RBBNKNQR
555,0.22,RNKNBQRB
581,0.22,QRBBNKRN
596,0.22,RBBQNKRN
599,0.22,RQBNKRNB
601,0.22,RQNBBKRN
624,0.22,BBRNKQRN
674,0.22,BQRKNBNR
688,0.22,BBRQKNNR
723,0.22,BRKNQNRB
738,0.22,BRKNNBQR
745,0.22,RKNBBNQR
819,0.22,BRKNQRNB
0,0.21,BBQNNRKR
201,0.21,QNRBBKNR
202,0.21,QNRKBBNR
225,0.21,BNRBQKNR
260,0.21,NBBRKNQR
383,0.21,NRKRNQBB
434,0.21,BRNNQBKR
551,0.21,RNBKNQRB
576,0.21,BBQRNKRN
671,0.21,RNKRNQBB
673,0.21,BQRBKNNR
747,0.21,RKNNBQRB
856,0.21,RBKNBRNQ
921,0.21,RKRBBQNN
1,0.2,BQNBNRKR
12,0.2,QBNNRKBR
172,0.2,NBRNKQBR
222,0.2,NQRKNBBR
240,0.2,BBNRKQNR
275,0.2,BNRKNRQB
364,0.2,NBRKRQBN
376,0.2,NBRKBRNQ
404,0.2,RBBQNNKR
498,0.2,BRQNKBNR
515,0.2,BRNQKNRB
544,0.2,BBRNKNQR
556,0.2,RBNKNQBR
567,0.2,RNBKNRQB
592,0.2,BBRQNKRN
659,0.2,BRNKRNQB
668,0.2,RBNKRNBQ
700,0.2,RBQKNNBR
703,0.2,RQKNNRBB
751,0.2,RKNNQRBB
782,0.2,QRKNRBBN
826,0.2,RKNQBBRN
919,0.2,RKBRQNNB
84,0.19,NBBNRKRQ
85,0.19,NNBBRKRQ
182,0.19,NRBNKBRQ
324,0.19,NBBRQKRN
380,0.19,NBRKRNBQ
482,0.19,BQRNKBNR
513,0.19,BRNBQKNR
531,0.19,BRNKQNRB
535,0.19,RNBKQNRB
563,0.19,BRNKNRQB
660,0.19,RBBNKRNQ
753,0.19,BRKBNNRQ
759,0.19,RKBNNRQB
787,0.19,BRQKNRNB
817,0.19,BRKBNQRN
867,0.19,BQRKRNNB
295,0.18,QNBRKRNB
300,0.18,QBNRKRBN
386,0.18,BQRNNBKR
403,0.18,BRQNNKRB
451,0.18,BRNNKQRB
462,0.18,RNNKQBBR
692,0.18,RBBQKNNR
833,0.18,BRKBNRQN
834,0.18,BRKNRBQN
844,0.18,RBKNRQBN
119,0.17,NQBRNKRB
195,0.17,BQNRKNRB
287,0.17,NRKNRQBB
432,0.17,BBRNNQKR
615,0.17,RNBQKRNB
955,0.17,RKRNBNQB
